CASE_ID,cluster
A1,6
A100,6
A10000,6
A10001,6
A10004,6
A10005,6
A10007,6
A10008,6
A10009,4
A1001,4
A10010,6
A10011,6
A10012,6
A10015,6
A10018,4
A10019,6
A1002,4
A10021,6
A10022,4
A10023,6
A10024,6
A10025,6
A10026,6
A10029,6
A10030,4
A10033,6
A10034,6
A10041,6
A10042,6
A10043,6
A10044,6
A10045,6
A10046,6
A10047,6
A10049,6
A10050,4
A10054,6
A10056,6
A10059,6
A1006,4
A10060,6
A10061,6
A10063,6
A10067,6
A10068,6
A10069,6
A1007,4
A10071,6
A10072,6
A10074,6
A10075,6
A10076,6
A10077,6
A10078,6
A10079,6
A1008,4
A10082,6
A10083,6
A10085,6
A10089,6
A1009,4
A10090,6
A10091,6
A10092,4
A10095,6
A10097,6
A10099,6
A101,4
A10101,6
A10102,6
A10104,6
A10106,6
A10107,6
A10108,6
A10109,6
A10112,6
A10113,6
A10115,6
A10117,6
A10118,6
A10119,6
A10120,6
A10121,6
A10122,6
A10124,6
A10125,6
A10126,6
A10127,6
A1013,4
A10130,6
A10131,6
A10137,6
A10138,6
A10139,6
A1014,4
A10140,6
A10141,0
A10143,6
A10144,4
A10147,6
A10150,6
A10151,6
A10152,6
A10153,6
A10154,6
A10156,6
A10157,6
A10158,6
A10159,6
A1016,4
A10161,6
A10162,6
A10163,6
A10164,6
A10165,6
A10168,1
A1017,4
A10171,6
A10174,6
A10175,6
A10177,6
A10178,6
A10180,6
A10181,6
A10184,6
A10185,6
A10186,6
A10187,6
A10188,6
A10189,6
A10192,6
A10193,6
A10194,6
A10195,6
A10196,6
A102,6
A10203,6
A10205,6
A10206,6
A10211,6
A10212,6
A10213,6
A10215,6
A10216,6
A10218,6
A10220,6
A10221,6
A10223,6
A10224,6
A10226,6
A10228,6
A10229,6
A10230,6
A10231,6
A10234,6
A10235,6
A10236,6
A10237,6
A10238,6
A10242,6
A10243,6
A10245,6
A10247,6
A10249,6
A10250,6
A10251,6
A10253,6
A10254,6
A10262,6
A10263,6
A10264,6
A10265,6
A10266,6
A10267,6
A10268,6
A10269,6
A10271,6
A10273,6
A10277,6
A10280,6
A10281,6
A10282,6
A10283,6
A10284,6
A10285,6
A10286,6
A10287,6
A10288,6
A10289,6
A10290,6
A10291,6
A10292,6
A10295,6
A10296,6
A10299,4
A103,6
A10304,6
A10305,6
A10306,6
A10308,4
A10309,6
A10310,6
A10311,6
A10312,6
A10317,6
A10318,6
A10319,6
A10320,6
A10321,6
A10322,6
A10323,6
A10324,6
A10325,6
A10326,6
A10328,6
A10331,6
A10332,6
A10333,6
A10335,6
A10337,6
A10338,6
A10339,6
A10342,6
A10344,6
A10345,6
A10349,6
A10351,6
A10354,6
A10357,6
A10358,6
A10359,6
A10361,4
A10366,6
A10367,6
A10368,6
A10373,6
A10374,6
A10379,6
A10381,6
A10382,6
A10383,6
A10384,6
A10385,6
A10386,6
A10388,6
A10390,6
A10391,6
A10392,6
A10393,6
A10396,6
A10397,6
A10400,6
A10401,4
A10402,4
A10403,4
A10404,4
A10406,4
A10407,4
A10409,4
A1041,4
A10411,4
A10413,4
A10418,4
A1042,4
A10420,4
A10421,4
A10422,4
A10423,4
A10425,4
A10426,4
A10427,4
A10428,4
A10429,4
A1043,4
A10430,4
A10432,4
A10434,4
A10435,4
A10436,4
A10437,4
A10438,4
A1044,4
A10442,4
A10446,4
A10447,4
A10448,4
A10449,4
A1045,4
A10450,4
A10452,6
A10456,6
A10457,6
A10458,6
A1046,4
A10461,6
A10462,6
A10463,6
A10465,6
A10466,6
A10467,6
A10468,6
A1047,4
A10472,6
A10473,6
A10474,6
A10475,6
A10476,6
A10477,6
A10478,6
A10479,1
A1048,4
A10480,6
A10481,6
A10482,6
A10485,6
A10486,6
A10487,6
A10488,6
A10489,6
A10490,6
A10492,6
A10495,1
A10497,6
A10498,6
A10499,6
A105,4
A10500,6
A10501,4
A10502,6
A10503,6
A10505,6
A10506,4
A10508,6
A10509,6
A10512,6
A10513,6
A10514,6
A10515,6
A10517,6
A10519,6
A10521,6
A10522,6
A10524,6
A10526,6
A10527,6
A10528,6
A10531,6
A10532,6
A10533,6
A10535,6
A10536,6
A10539,6
A10543,6
A10544,6
A10545,6
A10546,6
A10547,6
A10549,6
A1055,6
A10550,6
A10552,4
A10553,4
A10554,4
A10555,4
A10556,4
A10558,4
A10559,4
A10560,4
A10561,4
A10563,4
A10564,4
A10565,4
A10566,4
A10569,4
A1057,6
A10570,4
A10571,4
A10572,4
A10574,4
A10577,4
A10579,4
A10581,4
A10584,4
A10585,4
A10586,4
A10588,4
A10589,4
A1059,6
A10594,4
A10595,4
A10596,4
A10597,4
A1060,6
A10604,6
A10605,6
A10607,6
A10608,6
A10614,6
A10615,6
A10618,6
A10619,6
A10620,6
A10621,6
A10623,6
A10624,6
A10625,6
A10626,6
A10627,6
A10628,6
A10631,6
A10634,6
A10636,4
A10639,6
A10640,6
A10641,6
A10646,6
A10648,6
A10649,6
A1065,6
A10651,4
A10655,4
A10656,4
A10657,4
A10658,4
A10659,4
A1066,6
A10660,4
A10661,4
A10663,4
A10664,4
A10665,4
A10667,4
A10669,4
A1067,4
A10670,4
A10671,4
A10672,4
A10673,4
A10674,4
A10675,4
A10679,4
A10680,4
A10681,4
A10683,4
A10685,4
A10686,4
A10688,4
A10689,4
A1069,6
A10690,4
A10692,4
A10693,4
A10694,4
A10695,4
A10697,4
A10699,4
A1070,6
A10700,4
A10701,6
A10702,6
A10704,6
A10709,6
A1071,6
A10712,6
A10714,6
A10715,6
A10716,6
A10718,6
A10719,6
A1072,6
A10720,6
A10721,1
A10725,6
A10728,6
A10729,6
A10733,6
A10734,6
A10736,6
A10737,6
A10738,6
A10739,6
A1074,6
A10740,6
A10741,6
A10742,6
A10744,6
A10745,6
A10747,6
A10750,6
A10751,6
A10752,6
A10753,6
A10755,4
A10757,6
A10758,6
A10759,6
A1076,6
A10761,6
A10762,6
A10764,6
A10769,6
A1077,6
A10771,6
A10774,6
A10776,6
A10777,6
A10779,6
A1078,6
A10781,6
A10783,6
A10785,6
A10786,6
A10788,6
A10789,6
A1079,6
A10790,6
A10791,6
A10792,6
A10794,6
A10797,6
A10798,4
A10799,6
A108,4
A1080,6
A10802,6
A10803,6
A10804,6
A10805,6
A10806,6
A10809,6
A1081,1
A10810,4
A10811,4
A10813,6
A10814,6
A10816,6
A10817,6
A10818,6
A10819,6
A10820,6
A10821,6
A10825,6
A10826,6
A10829,6
A10832,6
A10833,6
A10835,6
A10836,6
A10838,6
A10839,6
A10840,6
A10844,6
A10845,6
A10846,6
A10847,6
A10850,6
A10851,6
A10852,6
A10853,6
A10855,6
A10856,6
A10858,6
A1086,6
A10863,4
A10867,4
A10868,6
A10869,6
A10871,6
A10872,6
A10873,6
A10874,6
A10875,6
A10877,6
A10878,6
A10881,6
A10882,6
