CASE_ID,cluster
Application_652823628,2
Application_1691306052,0
Application_428409768,2
Application_1746793196,0
Application_828200680,2
Application_1085880569,0
Application_1266995739,0
Application_1878239836,2
Application_619403287,0
Application_1710223761,0
Application_1529124572,0
Application_387012864,0
Application_1120819670,0
Application_42838382,2
Application_180547487,0
Application_1966208034,1
Application_1806387393,0
Application_1111870538,0
Application_1017492916,0
Application_2082119944,2
Application_758985626,2
Application_1018615109,2
Application_319587802,0
Application_1846626914,0
Application_546206358,0
Application_196483749,0
Application_1363980603,0
Application_1553362978,0
Application_1197857445,0
Application_931862671,0
Application_2012588584,0
Application_1825972191,0
Application_1059184025,0
Application_1395142997,2
Application_2015287405,0
Application_1193723578,2
Application_2049529862,0
Application_1699757505,0
Application_493034835,0
Application_842511489,2
Application_1474017032,2
Application_1397856354,0
Application_767475240,2
Application_980495316,1
Application_2035768049,2
Application_1307111345,2
Application_821425679,0
Application_1294530310,0
Application_470922426,1
Application_1461440233,0
Application_857715587,1
Application_351152063,0
Application_1547844908,1
Application_2055987002,0
Application_1118236712,2
Application_1234535641,0
Application_1898882436,0
Application_2113276114,0
Application_1603124379,0
Application_2110144842,2
Application_486645986,2
Application_587387633,2
Application_901793095,0
Application_340403559,0
Application_1825104006,0
Application_1530322400,0
Application_593655901,0
Application_1535675187,0
Application_1767756144,0
Application_1405679737,0
Application_446334558,0
Application_130460765,2
Application_1300843234,0
Application_1588619628,2
Application_505474597,0
Application_1765204099,0
Application_1624825294,0
Application_1448214642,0
Application_987262285,0
Application_1845547664,0
Application_1947648225,2
Application_1130101747,0
Application_798605556,2
Application_2062932311,0
Application_430902047,0
Application_1370588808,2
Application_163777174,0
Application_909491524,2
Application_396349881,2
Application_930742634,0
Application_2068443797,0
Application_354702724,0
Application_1357431492,0
Application_584603670,0
Application_807916303,0
Application_283012951,2
Application_1876456626,0
Application_178025821,1
Application_813133375,2
Application_268676496,0
Application_1870161219,2
Application_1723779444,0
Application_1339153511,0
Application_1754646859,0
Application_2002564265,0
Application_1304234740,1
Application_58755651,1
Application_93597308,1
Application_774787486,0
Application_1660185664,0
Application_2105878744,0
Application_1446096185,0
Application_675073178,2
Application_952532843,0
Application_914660918,2
Application_167944225,0
Application_1962860870,0
Application_1696031128,2
Application_803879893,0
Application_1886382319,0
Application_1250134245,0
Application_1044610848,1
Application_1999238509,0
Application_854524772,0
Application_927205634,0
Application_484278024,0
Application_1674281629,2
Application_299986859,2
Application_1374020543,2
Application_1252717204,2
Application_24648067,2
Application_1823402778,2
Application_2108937169,0
Application_895241174,2
Application_1290239114,0
Application_1787371920,2
Application_1471099537,0
Application_37839400,2
Application_1128910355,0
Application_54405635,0
Application_395903076,2
Application_1859638703,2
Application_1101997724,0
Application_74505494,2
Application_525275343,1
Application_106973225,2
Application_1315608886,2
Application_1538441067,0
Application_822724921,2
Application_2040511284,0
Application_1754943309,0
Application_323012882,0
Application_347136910,0
Application_1432907447,0
Application_1004303396,2
Application_1096831814,0
Application_1068218912,0
Application_709929024,0
Application_347787380,2
Application_1546754076,2
Application_1365381023,0
Application_1981969728,1
Application_665878125,2
Application_1044911465,2
Application_1613424593,2
Application_862160604,2
Application_60181210,2
Application_369018038,0
Application_920048730,1
Application_220402598,0
Application_1947668470,2
Application_1301925609,2
Application_2070389081,2
Application_864903752,0
Application_1159653941,0
Application_663648942,2
Application_1616009132,0
Application_53530491,0
Application_1953406738,0
Application_1413308979,0
Application_1308403282,2
Application_212010049,2
Application_1946680177,2
Application_948316229,2
Application_1138826038,0
Application_369105792,0
Application_1998350808,2
Application_1301009504,2
Application_547462088,2
Application_223366470,0
Application_1130151790,2
Application_1791187926,0
Application_421364849,2
Application_1268592022,0
Application_1955353500,2
Application_485131054,0
Application_1979402314,0
Application_1723028098,2
Application_1946236735,0
Application_1428307326,2
