CASE_ID,cluster
A1,2
A100,2
A10000,2
A10001,2
A10004,2
A10005,2
A10007,2
A10008,2
A10009,2
A1001,2
A10010,2
A10011,2
A10012,2
A10015,2
A10018,2
A10019,2
A1002,2
A10021,2
A10022,2
A10023,2
A10024,2
A10025,2
A10026,2
A10029,2
A10030,2
A10033,2
A10034,2
A10041,2
A10042,2
A10043,2
A10044,2
A10045,2
A10046,2
A10047,2
A10049,2
A10050,2
A10054,2
A10056,2
A10059,2
A1006,2
A10060,2
A10061,2
A10063,2
A10067,2
A10068,2
A10069,2
A1007,2
A10071,2
A10072,2
A10074,2
A10075,2
A10076,2
A10077,2
A10078,2
A10079,2
A1008,2
A10082,2
A10083,2
A10085,2
A10089,2
A1009,2
A10090,2
A10091,2
A10092,2
A10095,2
A10097,2
A10099,2
A101,2
A10101,2
A10102,2
A10104,2
A10106,2
A10107,2
A10108,2
A10109,2
A10112,2
A10113,2
A10115,2
A10117,2
A10118,2
A10119,2
A10120,2
A10121,2
A10122,2
A10124,2
A10125,2
A10126,2
A10127,2
A1013,2
A10130,2
A10131,2
A10137,2
A10138,2
A10139,2
A1014,2
A10140,2
A10141,0
A10143,2
A10144,2
A10147,2
A10150,2
A10151,2
A10152,2
A10153,2
A10154,2
A10156,2
A10157,2
A10158,2
A10159,2
A1016,2
A10161,2
A10162,2
A10163,2
A10164,2
A10165,2
A10168,2
A1017,2
A10171,2
A10174,2
A10175,2
A10177,2
A10178,2
A10180,2
A10181,2
A10184,2
A10185,2
A10186,2
A10187,2
A10188,2
A10189,2
A10192,2
A10193,2
A10194,2
A10195,2
A10196,2
A102,2
A10203,2
A10205,2
A10206,2
A10211,2
A10212,2
A10213,2
A10215,2
A10216,2
A10218,2
A10220,2
A10221,2
A10223,2
A10224,2
A10226,2
A10228,2
A10229,2
A10230,2
A10231,2
A10234,2
A10235,2
A10236,2
A10237,2
A10238,2
A10242,2
A10243,2
A10245,2
A10247,2
A10249,2
A10250,2
A10251,2
A10253,2
A10254,2
A10262,2
A10263,2
A10264,2
A10265,2
A10266,2
A10267,2
A10268,2
A10269,2
A10271,2
A10273,2
A10277,2
A10280,2
A10281,2
A10282,2
A10283,2
A10284,2
A10285,2
A10286,2
A10287,2
A10288,2
A10289,2
A10290,2
A10291,2
A10292,2
A10295,2
A10296,2
A10299,2
A103,2
A10304,2
A10305,2
A10306,2
A10308,2
A10309,2
A10310,2
A10311,2
A10312,2
A10317,2
A10318,2
A10319,2
A10320,2
A10321,2
A10322,2
A10323,2
A10324,2
A10325,2
A10326,2
A10328,2
A10331,2
A10332,2
A10333,2
A10335,2
A10337,2
A10338,2
A10339,2
A10342,2
A10344,2
A10345,2
A10349,2
A10351,2
A10354,2
A10357,2
A10358,2
A10359,2
A10361,2
A10366,2
A10367,2
A10368,2
A10373,2
A10374,2
A10379,2
A10381,2
A10382,2
A10383,2
A10384,2
A10385,2
A10386,2
A10388,2
A10390,2
A10391,2
A10392,2
A10393,2
A10396,2
A10397,2
A10400,2
A10401,2
A10402,2
A10403,2
A10404,2
A10406,2
A10407,2
A10409,2
A1041,2
A10411,2
A10413,2
A10418,2
A1042,2
A10420,2
A10421,2
A10422,2
A10423,2
A10425,2
A10426,2
A10427,2
A10428,2
A10429,2
A1043,2
A10430,2
A10432,2
A10434,2
A10435,2
A10436,2
A10437,2
A10438,2
A1044,2
A10442,2
A10446,2
A10447,2
A10448,2
A10449,2
A1045,2
A10450,2
A10452,2
A10456,2
A10457,2
A10458,2
A1046,2
A10461,2
A10462,2
A10463,2
A10465,2
A10466,2
A10467,2
A10468,2
A1047,2
A10472,2
A10473,2
A10474,2
A10475,2
A10476,2
A10477,2
A10478,2
A10479,2
A1048,2
A10480,2
A10481,2
A10482,2
A10485,2
A10486,2
A10487,2
A10488,2
A10489,2
A10490,2
A10492,2
A10495,2
A10497,2
A10498,2
A10499,2
A105,2
A10500,2
A10501,2
A10502,2
A10503,2
A10505,2
A10506,2
A10508,2
A10509,2
A10512,2
A10513,2
A10514,2
A10515,2
A10517,2
A10519,2
A10521,2
A10522,2
A10524,2
A10526,2
A10527,2
A10528,2
A10531,2
A10532,2
A10533,2
A10535,2
A10536,2
A10539,2
A10543,2
A10544,2
A10545,2
A10546,2
A10547,2
A10549,2
A1055,2
A10550,2
A10552,2
A10553,2
A10554,2
A10555,2
A10556,2
A10558,2
A10559,2
A10560,2
A10561,2
A10563,2
A10564,2
A10565,2
A10566,2
A10569,2
A1057,2
A10570,2
A10571,2
A10572,2
A10574,2
A10577,2
A10579,2
A10581,2
A10584,2
A10585,2
A10586,2
A10588,2
A10589,2
A1059,2
A10594,2
A10595,2
A10596,2
A10597,2
A1060,2
A10604,2
A10605,2
A10607,2
A10608,2
A10614,2
A10615,2
A10618,2
A10619,2
A10620,2
A10621,2
A10623,2
A10624,2
A10625,2
A10626,2
A10627,2
A10628,2
A10631,2
A10634,2
A10636,2
A10639,2
A10640,2
A10641,2
A10646,2
A10648,2
A10649,2
A1065,2
A10651,2
A10655,2
A10656,2
A10657,2
A10658,2
A10659,2
A1066,2
A10660,2
A10661,2
A10663,2
A10664,2
A10665,2
A10667,2
A10669,2
A1067,2
A10670,2
A10671,2
A10672,2
A10673,2
A10674,2
A10675,2
A10679,2
A10680,2
A10681,2
A10683,2
A10685,2
A10686,2
A10688,2
A10689,2
A1069,2
A10690,2
A10692,2
A10693,2
A10694,2
A10695,2
A10697,2
A10699,2
A1070,2
A10700,2
A10701,2
A10702,2
A10704,2
A10709,2
A1071,2
A10712,2
A10714,2
A10715,2
A10716,2
A10718,2
A10719,2
A1072,2
A10720,2
A10721,2
A10725,2
A10728,2
A10729,2
A10733,2
A10734,2
A10736,2
A10737,2
A10738,2
A10739,2
A1074,2
A10740,2
A10741,2
A10742,2
A10744,2
A10745,2
A10747,2
A10750,2
A10751,2
A10752,2
A10753,2
A10755,2
A10757,2
A10758,2
A10759,2
A1076,2
A10761,2
A10762,2
A10764,2
A10769,2
A1077,2
A10771,2
A10774,2
A10776,2
A10777,2
A10779,2
A1078,2
A10781,2
A10783,2
A10785,2
A10786,2
A10788,2
A10789,2
A1079,2
A10790,2
A10791,2
A10792,2
A10794,2
A10797,2
A10798,2
A10799,2
A108,2
A1080,2
A10802,2
A10803,2
A10804,2
A10805,2
A10806,2
A10809,2
A1081,2
A10810,2
A10811,2
A10813,2
A10814,2
A10816,2
A10817,2
A10818,2
A10819,2
A10820,2
A10821,2
A10825,2
A10826,2
A10829,2
A10832,2
A10833,2
A10835,2
A10836,2
A10838,2
A10839,2
A10840,2
A10844,2
A10845,2
A10846,2
A10847,2
A10850,2
A10851,2
A10852,2
A10853,2
A10855,2
A10856,2
A10858,2
A1086,2
A10863,2
A10867,2
A10868,2
A10869,2
A10871,2
A10872,2
A10873,2
A10874,2
A10875,2
A10877,2
A10878,2
A10881,2
A10882,2
A10883,2
A10884,2
A10887,2
A1089,2
A10890,2
A10894,2
A10896,2
A10898,2
A10902,2
A10904,2
A10908,2
A10912,2
A10914,2
A10915,2
A1092,2
A10921,2
A10922,2
A10923,2
A10924,2
A10925,2
A10927,2
A10928,2
A10929,2
A1093,2
A10931,2
A10934,2
A10937,2
A10938,2
A10939,2
A1094,2
A10940,2
A10941,2
A10942,2
A10943,2
A10944,2
A10946,2
A10947,2
A10948,2
A10949,2
A1095,2
A10950,2
A10951,2
A10954,2
A10956,2
A10958,2
A1096,2
A10961,2
A10963,2
A10964,2
A10965,2
A10966,2
A10967,2
A1097,2
A10971,2
A10972,2
A10975,2
A10976,2
A10977,2
A10978,2
A1098,2
A10980,2
A10981,2
A10985,2
A10986,2
A10987,2
A10988,2
A10989,2
A10992,2
A10994,2
A10995,2
A10996,2
A10998,2
A10999,2
A11,2
A11001,2
A11002,2
A11003,2
A11005,2
A11006,2
A11007,2
A11008,2
A1101,2
A11010,2
A11011,2
A11012,2
A11013,2
A11014,2
A11015,2
A11016,2
A11017,2
A11023,2
A11024,2
A11026,2
A11028,2
A11029,2
A11030,2
A11031,2
A11032,2
A11037,2
A1104,2
A11042,2
A11043,2
A11046,2
A11048,2
A1105,2
A11051,2
A11052,2
A11053,2
A11056,2
A11057,2
A11058,2
A11060,2
A11062,2
A11064,2
A11065,2
A11066,2
A11067,2
A11069,2
A11070,2
A11071,2
A11072,2
A11074,2
A11075,2
