CASE_ID,cluster
Application_652823628,1
Application_1691306052,2
Application_428409768,1
Application_828200680,1
Application_1085880569,2
Application_1878239836,1
Application_619403287,2
Application_1710223761,2
Application_1529124572,2
Application_387012864,2
Application_1120819670,2
Application_42838382,1
Application_1966208034,3
Application_1806387393,2
Application_1111870538,2
Application_1017492916,2
Application_2082119944,2
Application_758985626,1
Application_1018615109,1
Application_1846626914,2
Application_546206358,2
Application_196483749,2
Application_1363980603,2
Application_1553362978,2
Application_1197857445,2
Application_931862671,2
Application_1059184025,2
Application_1395142997,2
Application_2015287405,2
Application_493034835,2
Application_842511489,2
Application_1397856354,0
Application_2035768049,1
Application_1307111345,1
Application_821425679,2
Application_1294530310,2
Application_470922426,3
Application_1461440233,2
Application_857715587,3
Application_351152063,2
Application_2055987002,2
Application_1118236712,2
Application_1234535641,2
Application_1898882436,2
Application_2110144842,2
Application_587387633,1
Application_901793095,2
Application_340403559,2
Application_1825104006,2
Application_593655901,2
Application_1767756144,2
Application_446334558,2
Application_130460765,1
Application_1300843234,2
Application_1588619628,1
Application_505474597,2
Application_1765204099,2
Application_987262285,2
Application_1947648225,1
Application_798605556,1
Application_2062932311,2
Application_430902047,2
Application_1370588808,1
Application_909491524,2
Application_396349881,2
Application_930742634,2
Application_2068443797,2
Application_354702724,2
Application_1357431492,2
Application_1723779444,2
Application_1754646859,2
Application_2002564265,2
Application_58755651,3
Application_774787486,2
Application_2105878744,2
Application_952532843,2
Application_914660918,1
Application_167944225,2
Application_1962860870,2
Application_1696031128,2
Application_1886382319,2
Application_1250134245,2
Application_1044610848,3
Application_854524772,0
Application_927205634,0
Application_1674281629,1
Application_299986859,1
Application_1252717204,1
Application_24648067,2
Application_1823402778,2
Application_895241174,1
Application_1290239114,2
Application_1787371920,1
Application_1471099537,2
Application_37839400,1
Application_1128910355,2
Application_54405635,2
Application_395903076,2
Application_1101997724,2
Application_74505494,1
Application_525275343,3
Application_106973225,1
Application_1315608886,1
Application_1538441067,2
Application_2040511284,2
Application_1754943309,2
Application_323012882,2
Application_347136910,2
Application_1432907447,0
Application_1096831814,2
Application_1068218912,2
Application_709929024,2
Application_347787380,1
Application_1365381023,2
Application_1981969728,3
Application_665878125,1
Application_1044911465,1
Application_862160604,1
Application_369018038,0
Application_920048730,3
Application_220402598,2
Application_1947668470,1
Application_1301925609,1
Application_2070389081,1
Application_864903752,2
Application_1159653941,0
Application_663648942,1
Application_1616009132,0
Application_53530491,0
Application_1953406738,2
Application_1413308979,2
Application_1308403282,1
Application_212010049,1
Application_369105792,2
Application_1998350808,1
Application_1301009504,1
Application_547462088,1
Application_223366470,2
Application_1130151790,1
Application_1791187926,2
Application_421364849,1
Application_1268592022,2
Application_1955353500,1
Application_485131054,0
Application_1979402314,2
Application_1723028098,1
Application_1946236735,2
Application_1428307326,1
Application_1310063638,2
Application_1141114991,2
Application_1854801140,2
Application_2078020265,2
Application_567907480,1
Application_748088065,1
Application_1151254747,2
Application_972938507,1
Application_19324985,2
Application_1643165806,2
Application_923963777,2
Application_1746133767,1
Application_920497952,3
Application_416441220,2
Application_726777197,2
Application_153538723,2
Application_368205428,1
Application_923808413,2
Application_854409161,2
Application_346636726,2
Application_236257423,2
Application_1892186837,2
Application_788421650,0
Application_664267418,2
Application_2118101879,2
Application_29490720,1
Application_1267839101,2
Application_1800870760,3
Application_1484851617,2
Application_402039661,1
Application_1675166178,2
Application_297421946,2
Application_562322973,1
Application_1645236489,1
Application_2115613475,2
Application_409724822,1
Application_788960916,3
Application_1807951250,1
Application_944177310,2
Application_1277100580,2
Application_1943199357,3
Application_1462709587,2
Application_1911804233,1
Application_1274070913,2
Application_866541745,0
Application_948906324,2
Application_1172125329,2
Application_1931792282,2
Application_275338795,2
Application_243636886,2
Application_1838732360,2
Application_125495187,2
Application_1930449097,1
Application_1640008006,2
Application_13372270,2
Application_1492351094,2
Application_675506291,1
Application_898874076,2
Application_1251541081,2
Application_1853222107,2
Application_190984886,1
Application_911291915,1
Application_1179942266,3
Application_1807570830,1
Application_804815556,2
Application_1669670154,2
Application_989064530,2
Application_2063036518,0
Application_1174199914,2
Application_1226577675,2
Application_373612346,2
Application_1880024094,2
Application_829714042,2
Application_111956933,2
Application_1922956945,2
Application_1562741414,2
Application_929235447,2
Application_874857207,2
Application_74089970,2
Application_1559270931,2
Application_2005183817,0
Application_606090913,0
Application_1377264777,2
Application_1052983039,2
Application_1363165385,1
Application_1313879847,1
Application_2039499576,3
Application_1326688469,1
Application_1549864001,3
Application_466958327,1
Application_232465255,0
Application_664361440,1
Application_1508103415,0
Application_1747572025,2
Application_1302654957,1
Application_1930715945,1
Application_1439119047,0
Application_807098596,0
Application_1699815319,2
Application_1498056352,1
Application_2092350091,2
Application_297491355,2
Application_1204730406,1
Application_1470184564,2
Application_1944285638,2
Application_836161395,2
Application_1945220465,2
Application_1898813636,2
Application_681276588,1
Application_365416480,2
Application_1403474196,1
Application_1014301064,0
Application_2034562541,1
Application_1553446113,2
Application_443070493,0
Application_1417516413,2
Application_1649139732,0
Application_289811958,2
Application_341998174,0
Application_879749975,2
Application_750571787,2
Application_1513129576,2
Application_1091101077,3
Application_1271512732,2
Application_1502516207,0
Application_1142700916,1
Application_2078253178,3
Application_1724196691,0
Application_1139007530,2
Application_784275418,2
Application_1771304108,0
Application_259183799,2
Application_2081147987,1
Application_1462703151,2
Application_1905015342,2
Application_1316947913,3
Application_1848603655,2
Application_1719274647,1
Application_1863611182,1
Application_1600150028,1
Application_2081911804,2
Application_335096189,2
Application_111540759,2
Application_524429786,1
Application_1355798622,2
Application_854402455,3
Application_1077411737,2
Application_1283783929,3
Application_1507218840,2
Application_1940130892,3
Application_2139889803,0
Application_843590096,2
Application_220286199,1
Application_5240566,1
Application_123754331,2
Application_1368129455,1
Application_402170266,0
Application_339079436,2
Application_1938300690,3
Application_1274270315,2
Application_1692006952,1
Application_769217696,1
Application_994471234,0
Application_1562990453,2
Application_1152306667,2
Application_584603030,1
Application_1903580067,2
Application_2033211562,2
Application_838952120,2
Application_243155734,2
Application_1436618564,2
Application_1060570579,0
Application_344339957,2
Application_1832254057,3
Application_1719978147,2
Application_637491144,2
Application_768179563,1
Application_316292435,2
Application_1386615618,3
Application_368633868,0
Application_1493542155,1
Application_1708364219,1
Application_1506426720,0
Application_208148111,2
Application_953392572,1
Application_7078377,2
Application_570561205,2
Application_1004293292,2
Application_662386389,2
Application_119348284,2
Application_888479862,2
Application_1277569989,2
Application_1955246402,2
Application_1740302556,3
Application_122336824,1
Application_1688279534,2
Application_1848036697,3
Application_1786874274,0
Application_1589119859,1
Application_1624036826,2
Application_1662197696,2
Application_1548782450,1
Application_660784718,1
Application_2040345264,3
Application_1661120161,1
Application_855486492,2
Application_1235595897,2
Application_244579239,0
Application_1976912656,1
Application_296295477,1
Application_275531167,1
Application_1029986710,2
Application_1250825577,2
Application_1164977817,2
Application_131619654,1
Application_718267424,2
Application_399746819,1
Application_529938699,0
Application_822422484,1
Application_1185170675,2
Application_1812038441,0
Application_1351256522,2
Application_128641394,1
Application_1210637698,3
Application_1973046230,2
Application_629724157,2
Application_1257233322,2
Application_1246596843,1
Application_1427678905,2
Application_2143427516,2
Application_1425009896,1
Application_1930081074,2
Application_1989400270,2
Application_1015357327,2
Application_1697094390,2
Application_1299976284,2
Application_559113386,2
Application_1334307261,2
Application_515209816,2
Application_519973903,1
Application_1518753356,2
Application_1966727878,2
Application_1616410992,2
Application_909739848,2
Application_1830688036,2
Application_389951798,2
Application_684696906,2
Application_714015178,2
Application_1021758905,1
Application_870009989,2
Application_238073987,2
Application_92091920,0
Application_587745142,1
Application_801698526,1
Application_1465521095,1
Application_1038917262,2
Application_237339437,1
Application_1793939874,2
Application_1162039868,2
Application_1224943696,1
Application_1612474218,2
Application_1297886565,2
Application_673709405,2
Application_1260340497,1
Application_1733714116,2
Application_257274630,3
Application_296383634,1
Application_588083897,1
Application_1134992016,2
Application_1884385405,2
Application_1959715736,2
Application_1261348817,1
Application_1602626150,1
Application_526545505,1
Application_1260145017,2
Application_905902853,2
Application_770159792,2
Application_1378152317,2
Application_947906225,3
Application_425655583,1
Application_262728725,2
Application_47949347,2
Application_1609703275,2
Application_915426843,2
Application_764468920,3
Application_1778663922,2
Application_847920548,2
Application_1503421831,2
Application_1684474347,2
Application_1591415690,2
Application_233600750,1
Application_481210204,2
